Prénom;Nom;Date de décès;Âge;Année de naissance;Catégorie;Fichier image
Jacques;Martin;14/09/2007;74;1933;Animateurs;jacques-martin.jpg
Luciano;Pavarotti;06/09/2007;71;1936;Chanteurs;luciano-pavarotti.jpg
Pierre;Messmer;29/08/2007;91;1916;Responsables politiques;pierre-messmer.webp
Raymond;Barre;25/08/2007;83;1924;Responsables politiques;raymond-barre.jpg
Jean-Marie;Lustiger;05/08/2007;80;1927;Religieux;jean-marie-lustiger.jpg
Michelangelo;Antonioni;30/07/2007;94;1913;Réalisateurs;michelangelo-antonioni.jpg
Michel;Serrault;29/07/2007;79;1928;Acteurs;michel-serrault.jpg
André;Chouraqui;09/07/2007;89;1918;Avocats;andre-chouraqui.jpg
Claude;Pompidou;03/07/2007;94;1913;Premières dames;claude-pompidou.jpg
Liz;Claiborne;26/06/2007;78;1929;Créateurs de mode;liz-claiborne.jpg
Claude;Brosset;25/06/2007;63;1944;Acteurs;claude-brosset.jpg
Gianfranco;Ferré;17/06/2007;62;1945;Créateurs de mode;gianfranco-ferre.jpg
Jean-Claude;Brialy;30/05/2007;74;1933;Acteurs;jean-claude-brialy.jpg
Grégory;Lemarchal;30/04/2007;23;1984;Chanteurs;gregory-lemarchal.jpg
Gordon;Scott;30/04/2007;80;1927;Acteurs;gordon-scott.jpg
André;Valardy;30/04/2007;68;1939;Acteurs;andre-valardy.jpg
Dabbs;Greer;28/04/2007;90;1917;Acteurs;dabbs-greer.jpg
Jean-Pierre;Cassel;19/04/2007;74;1933;Acteurs;jean-pierre-cassel.jpg
Roscoe;Lee Browne;11/04/2007;84;1923;Acteurs;roscoe-lee-browne.jpg
Jacques;Courtin;23/03/2007;85;1922;Personnalités d’affaires;jacques-courtin.jpg
Lucie;Aubrac;14/03/2007;94;1913;Divers;lucie-aubrac.jpg
Gareth;Hunt;14/03/2007;65;1942;Acteurs;gareth-hunt.jpg
Henri;Troyat;03/03/2007;95;1912;Écrivains;henri-troyat.jpg
Maurice;Papon;17/02/2007;96;1911;Responsables politiques;maurice-papon.jpg
Anna;Nicole Smith;08/02/2007;39;1968;Mannequins;anna-nicole-smith.jpg
Michel;Roux;02/02/2007;77;1930;Acteurs;michel-roux.jpg
Abbé;Pierre;22/01/2007;94;1913;Religieux;abbe-pierre.jpg
Denny;Doherty;19/01/2007;66;1941;Chanteurs;denny-doherty.jpg
Momofuku;Andō;05/01/2007;96;1911;Inventeurs;momofuku-ando.jpg
Ted;Lapidus;29/12/2008;79;1929;Créateurs de mode;ted-lapidus.jpg
Eartha;Kitt;25/12/2008;81;1927;Chanteurs;eartha-kitt.jpg
Horst;Tappert;13/12/2008;85;1923;Acteurs;horst-tappert.jpg
Miriam;Makeba;09/11/2008;76;1932;Chanteurs;miriam-makeba.jpg
Jacques;Piccard;01/11/2008;86;1922;Divers;jacques-piccard.jpg
Yma;Sumac;01/11/2008;86;1922;Chanteurs;yma-sumac.jpg
Sœur;Emmanuelle;20/10/2008;99;1909;Religieux;soeur-emmanuelle.jpg
Guillaume;Depardieu;13/10/2008;37;1971;Acteurs;guillaume-depardieu.jpg
Raymond;Macherot;26/09/2008;84;1924;Dessinateurs;raymond-macherot.jpg
Paul;Newman;26/09/2008;83;1925;Acteurs;paul-newman.jpg
Pierre;Mirat;16/07/2008;84;1924;Acteurs;pierre-mirat.jpg
Raymond;Lefebvre;27/06/2008;78;1930;Chefs d'orchestre;raymond-lefebvre.jpg
George;Carlin;22/06/2008;71;1937;Humoristes;george-carlin.jpg
Jean-Claude;Bouillaud;20/06/2008;81;1927;Acteurs;jean-claude-bouillaud.jpg
Dino;Risi;07/06/2008;91;1917;Réalisateurs;dino-risi.jpg
Mel;Ferrer;02/06/2008;90;1918;Acteurs;mel-ferrer.jpg
Lucien;Jeunesse;04/05/2008;89;1919;Animateurs;lucien-jeunesse.jpg
Julie;Ege;29/04/2008;64;1944;Acteurs;julie-ege.jpg
Jacques;Morel;10/04/2008;85;1923;Acteurs;jacques-morel.jpg
Charlton;Heston;05/04/2008;84;1924;Acteurs;charlton-heston.jpg
Thierry;Gilardi;25/03/2008;49;1959;Journalistes;thierry-gilardi.jpg
Richard;Widmark;24/03/2008;93;1915;Acteurs;richard-widmark.jpg
Alain;Robbe-Grillet;18/02/2008;85;1923;Écrivains;alain-robbe-grillet.jpg
Alain;Ayache;17/02/2008;71;1937;Éditeurs;alain-ayache.jpg
Henri;Salvador;13/02/2008;90;1918;Chanteurs;henri-salvador.jpg
Roy;Scheider;10/02/2008;75;1933;Acteurs;roy-scheider.jpg
Philippe;Khorsand;29/01/2008;59;1949;Acteurs;philippe-khorsand.jpg
;Soeharto;27/01/2008;86;1922;Responsables politiques;soeharto.jpg
Brittany;Murphy;20/12/2009;32;1977;Acteurs;brittany-murphy.jpg
Kim;Peek;19/12/2009;58;1951;Divers;kim-peek.jpg
Claude;Lévi-Strauss;30/10/2009;100;1909;Scientifiques;claude-levi-strauss.jpg
Pierre;Doris;27/10/2009;89;1920;Acteurs;pierre-doris.jpg
Rosanna;Schiaffino;17/10/2009;69;1940;Acteurs;rosanna-schiaffino.jpg
;Sim;06/09/2009;83;1926;Acteurs;sim.jpg
Toni;Sailer;24/08/2009;73;1936;Sportifs;toni-sailer.jpg
André;Falcon;22/07/2009;84;1925;Acteurs;andre-falcon.jpg
Walter;Cronkite;17/07/2009;92;1917;Journalistes;walter-cronkite.jpg
Omar;Bongo;08/06/2009;73;1936;Responsables politiques;omar-bongo.jpg
Alain;Bashung;14/03/2009;61;1948;Chanteurs;alain-bashung.jpg
Vania;Vilers;22/02/2009;70;1939;Acteurs;vania-vilers.jpg
Albert;Barillé;05/02/2009;88;1921;Réalisateurs;albert-barille.jpg
Hans;Beck;30/01/2009;79;1930;Inventeurs;hans-beck.jpg
Gérard;Blanc;25/01/2009;61;1948;Chanteurs;gerard-blanc.jpg
André;Badin;23/01/2009;76;1933;Acteurs;andre-badin.jpg
Patrick;McGoohan;13/01/2009;80;1929;Acteurs;patrick-mcgoohan.jpg
Georges;Cravenne;10/01/2009;94;1915;Producteurs;georges-cravenne.jpg
Gaston;Lenôtre;08/01/2009;88;1921;Cuisiniers;gaston-lenotre.jpg
Bobby;Farrell;30/12/2010;61;1949;Chanteurs;bobby-farrell.jpg
Blake;Edwards;15/12/2010;88;1922;Réalisateurs;blake-edwards.jpg
Dino;De Laurentiis;11/11/2010;91;1919;Producteurs;dino-de-laurentiis.jpg
Jill;Clayburgh;05/11/2010;66;1944;Acteurs;jill-clayburgh.jpg
Pierre-Luc;Séguillon;31/10/2010;70;1940;Journalistes;pierre-luc-seguillon.jpg
James;MacArthur;28/10/2010;72;1938;Acteurs;james-macarthur.jpg
Paul;le poulpe;26/10/2010;2;2008;Divers;paul-le-poulpe.jpg
Gregory;Isaacs;25/10/2010;59;1951;Chanteurs;gregory-isaacs.jpg
Georges;Frêche;24/10/2010;72;1938;Responsables politiques;georges-freche.jpg
Tom;Bosley;19/10/2010;83;1927;Acteurs;tom-bosley.jpg
Bernard;Clavel;05/10/2010;87;1923;Écrivains;bernard-clavel.jpg
Tony;Curtis;29/09/2010;85;1925;Acteurs;tony-curtis.jpg
Claude;Chabrol;12/09/2010;80;1930;Réalisateurs;claude-chabrol.jpg
Laurent;Fignon;31/08/2010;50;1960;Sportifs;laurent-fignon.jpg
Alain;Corneau;30/08/2010;67;1943;Réalisateurs;alain-corneau.jpg
Bruno;Cremer;07/08/2010;80;1930;Acteurs;bruno-cremer.jpg
Philippe;Avron;31/07/2010;81;1929;Acteurs;philippe-avron.jpg
Bernard;Giraudeau;17/07/2010;63;1947;Acteurs;bernard-giraudeau.jpg
Pierre;Maguelon;10/07/2010;76;1934;Acteurs;pierre-maguelon.jpg
Sacha;Briquet;06/07/2010;80;1930;Acteurs;sacha-briquet.jpg
Laurent;Terzieff;02/07/2010;75;1935;Acteurs;laurent-terzieff.jpg
Nicolas;Hayek;28/06/2010;82;1928;Personnalités d’affaires;nicolas-hayek.jpg
Martine;Sarcey;11/06/2010;81;1929;Acteurs;martine-sarcey.jpg
Ginette;Garcin;10/06/2010;82;1928;Acteurs;ginette-garcin.jpg
Louise;Bourgeois;31/05/2010;98;1912;Sculpteurs;louise-bourgeois.jpg
Robert;Laffont;19/05/2010;93;1917;Éditeurs;robert-laffont.jpg
Lynn;Redgrave;02/05/2010;67;1943;Acteurs;lynn-redgrave.webp
Jacques;Dacqmine;29/03/2010;86;1924;Acteurs;jacques-dacqmine.jpg
Patrick;Topaloff;07/03/2010;65;1945;Animateurs;patrick-topaloff.jpg
Roger;Gicquel;06/03/2010;77;1933;Journalistes;roger-gicquel.jpg
Serge;Sauvion;13/02/2010;80;1930;Acteurs;serge-sauvion.jpg
Alexander;McQueen;11/02/2010;40;1970;Créateurs de mode;alexander-mcqueen.webp
Pierre;Vaneck;31/01/2010;78;1932;Acteurs;pierre-vaneck.jpg
J.;D. Salinger;27/01/2010;91;1919;Écrivains;j-d-salinger.jpg
Jean;Simmons;22/01/2010;80;1930;Acteurs;jean-simmons.jpg
Kalthoum;Sarraï;20/01/2010;47;1963;Animateurs;kalthoum-sarrai.jpg
Mano;Solo;10/01/2010;46;1964;Chanteurs;mano-solo.jpg
Philippe;Séguin;07/01/2010;66;1944;Responsables politiques;philippe-seguin.jpg
Johannes;Heesters;24/12/2011;108;1903;Acteurs;johannes-heesters.jpg
Václav;Havel;18/12/2011;75;1936;Écrivains;vaclav-havel.jpg
Danielle;Mitterrand;22/11/2011;87;1924;Premières dames;danielle-mitterrand.jpg
Robert;Party;20/11/2011;87;1924;Acteurs;robert-party.jpg
Robert;Lamoureux;29/10/2011;91;1920;Acteurs;robert-lamoureux.jpg
Charles;Napier;05/10/2011;75;1936;Acteurs;charles-napier.jpg
Paulette;Dubost;21/09/2011;100;1911;Acteurs;paulette-dubost.jpg
Patrick;Guillemin;21/08/2011;60;1951;Acteurs;patrick-guillemin.jpg
Jean;Tabary;18/08/2011;81;1930;Dessinateurs;jean-tabary.jpg
Henri;Tisot;06/08/2011;74;1937;Acteurs;henri-tisot.jpg
David;Servan-Schreiber;24/07/2011;50;1961;Médecins;david-servan-schreiber.jpg
Roland;Petit;10/07/2011;87;1924;Danseurs;roland-petit.jpg
Peter;Falk;23/06/2011;83;1928;Acteurs;peter-falk.jpg
Évelyne;Pagès;13/06/2011;69;1942;Journalistes;evelyne-pages.jpg
Maurice;Garrel;04/06/2011;88;1923;Acteurs;maurice-garrel.jpg
Bill;Hunter;21/05/2011;71;1940;Acteurs;bill-hunter.jpg
Ricet;Barrier;20/05/2011;78;1933;Chanteurs;ricet-barrier.jpg
Marie-France;Pisier;24/04/2011;66;1945;Acteurs;marie-france-pisier.jpg
Sidney;Lumet;09/04/2011;86;1925;Réalisateurs;sidney-lumet.jpg
Annie;Girardot;28/02/2011;79;1932;Acteurs;annie-girardot.jpg
Jane;Russell;28/02/2011;89;1922;Acteurs;jane-russell.jpg
Andrée;Chedid;06/02/2011;90;1921;Écrivains;andree-chedid.jpg
Brian;Jacques;05/02/2011;71;1940;Écrivains;brian-jacques.jpg
Jean;Dutourd;17/01/2011;91;1920;Écrivains;jean-dutourd.jpg
Joseph;Poli;16/01/2011;88;1923;Journalistes;joseph-poli.jpg
Jean;Topart;29/12/2012;90;1922;Acteurs;jean-topart.jpg
Jean-Louis;Blèze;24/12/2012;85;1927;Humoristes;jean-louis-bleze.jpg
Charles;Durning;24/12/2012;89;1923;Acteurs;charles-durning.webp
Maurice;Herzog;13/12/2012;93;1919;Responsables politiques;maurice-herzog.jpg
Ravi;Shankar;11/12/2012;92;1920;Compositeurs;ravi-shankar.jpg
Sylvia;Kristel;17/10/2012;60;1952;Acteurs;sylvia-kristel.jpg
Norodom;Sihanouk;15/10/2012;89;1923;Responsables politiques;norodom-sihanouk.jpg
Chadli;Bendjedid;06/10/2012;83;1929;Responsables politiques;chadli-bendjedid.jpg
Édouard;Leclerc;17/09/2012;85;1927;Personnalités d’affaires;edouard-leclerc.jpg
Pierre;Mondy;15/09/2012;87;1925;Acteurs;pierre-mondy.jpg
Jacques;Antoine;14/09/2012;88;1924;Producteurs;jacques-antoine.jpg
Christian;Marin;05/09/2012;83;1929;Acteurs;christian-marin.jpg
Griselda;Blanco;03/09/2012;69;1943;Criminels;griselda-blanco.jpg
Jean-Pierre;Lazzerini;03/09/2012;55;1957;Acteurs;jean-pierre-lazzerini.jpg
Jean-Luc;Delarue;23/08/2012;48;1964;Animateurs;jean-luc-delarue.jpg
Tony;Scott;19/08/2012;68;1944;Réalisateurs;tony-scott.jpg
Michel;Polac;07/08/2012;82;1930;Journalistes;michel-polac.jpg
R.;G. Armstrong;27/07/2012;95;1917;Acteurs;r-g-armstrong.jpg
Maurice;Chevit;02/07/2012;88;1924;Acteurs;maurice-chevit.jpg
Robert;Sabatier;28/06/2012;88;1924;Écrivains;robert-sabatier.jpg
Richard;Lynch;19/06/2012;72;1940;Acteurs;richard-lynch.jpg
Thierry;Roland;16/06/2012;74;1938;Animateurs;thierry-roland.jpg
Elinor;Ostrom;12/06/2012;78;1934;Economistes;elinor-ostrom.jpg
Jean-Louis;Richard;03/06/2012;85;1927;Acteurs;jean-louis-richard.jpg
Éric;Charden;29/04/2012;69;1943;Chanteurs;eric-charden.jpg
Roland;Moreno;29/04/2012;66;1946;Inventeurs;roland-moreno.jpg
Dick;Clark;18/04/2012;82;1930;Animateurs;dick-clark.webp
Jim;Marshall;05/04/2012;88;1924;Personnalités d’affaires;jim-marshall.jpg
Claude;Miller;05/04/2012;70;1942;Réalisateurs;claude-miller.jpg
Warren;Stevens;27/03/2012;92;1920;Acteurs;warren-stevens.jpg
Michel;Duchaussoy;13/03/2012;73;1939;Acteurs;michel-duchaussoy.jpg
Pierre;Tornade;07/03/2012;82;1930;Acteurs;pierre-tornade.jpg
Gérard;Rinaldi;02/03/2012;69;1943;Acteurs;gerard-rinaldi.jpg
Maurice;André;25/02/2012;78;1934;Musiciens;maurice-andre.jpg
Jacques;Duby;15/02/2012;89;1923;Acteurs;jacques-duby.jpg
Sophie;Desmarets;13/02/2012;89;1923;Acteurs;sophie-desmarets.jpg
Whitney;Houston;11/02/2012;48;1964;Chanteurs;whitney-houston.jpg
Theo;Angelopoulos;24/01/2012;76;1936;Réalisateurs;theo-angelopoulos.jpg
James;Avery;31/12/2013;68;1945;Acteurs;james-avery.jpg
Mikhaïl;Kalachnikov;23/12/2013;94;1919;Ingénieurs;mikhail-kalachnikov.jpg
Jean-Louis;Foulquier;10/12/2013;70;1943;Animateurs;jean-louis-foulquier.jpg
Eleanor;Parker;09/12/2013;91;1922;Acteurs;eleanor-parker.jpg
Georges;Lautner;22/11/2013;87;1926;Réalisateurs;georges-lautner.jpg
Sylvia;Browne;20/11/2013;77;1936;Divers;sylvia-browne.jpg
Gérard;de Villiers;31/10/2013;83;1930;Écrivains;gerard-de-villiers.jpg
Lou;Reed;27/10/2013;71;1942;Chanteurs;lou-reed.webp
Georges;Descrières;19/10/2013;83;1930;Acteurs;georges-descrieres.jpg
Ed;Lauter;16/10/2013;74;1939;Acteurs;ed-lauter.jpg
Giuliano;Gemma;01/10/2013;75;1938;Acteurs;giuliano-gemma.jpg
Gilles;Verlant;20/09/2013;56;1957;Journalistes;gilles-verlant.jpg
Hiroshi;Yamauchi;19/09/2013;85;1928;Personnalités d’affaires;hiroshi-yamauchi.jpg
Valérie;Benguigui;02/09/2013;52;1961;Acteurs;valerie-benguigui.jpg
Julie;Harris;24/08/2013;87;1926;Acteurs;julie-harris.jpg
Bernadette;Lafont;25/07/2013;74;1939;Acteurs;bernadette-lafont.jpg
Dennis;Farina;22/07/2013;69;1944;Acteurs;dennis-farina.webp
Jacques;Ramade;16/07/2013;84;1929;Acteurs;jacques-ramade.jpg
André;Verchuren;10/07/2013;92;1921;Musiciens;andre-verchuren.jpg
James;Gandolfini;19/06/2013;51;1962;Acteurs;james-gandolfini.jpg
Jirōemon;Kimura;12/06/2013;116;1897;Divers;jiroemon-kimura.jpg
Georges;Moustaki;23/05/2013;79;1934;Chanteurs;georges-moustaki.jpg
Steve;Forrest;18/05/2013;87;1926;Acteurs;steve-forrest.jpg
Mohammad;Omar;23/04/2013;53;1960;Responsables politiques;mohammad-omar.jpg
Jean-Paul;Bonnaire;28/03/2013;69;1944;Acteurs;jean-paul-bonnaire.jpg
Hugo;Chávez;05/03/2013;58;1955;Responsables politiques;hugo-chavez.jpg
Francis;Lemaire;05/03/2013;76;1937;Acteurs;francis-lemaire.jpg
Jérôme;Savary;04/03/2013;70;1943;Metteurs en scène;jerome-savary.jpg
Daniel;Darc;28/02/2013;53;1960;Chanteurs;daniel-darc.webp
Dale;Robertson;27/02/2013;89;1924;Acteurs;dale-robertson.jpg
Jacques;Chancel;22/12/2014;86;1928;Journalistes;jacques-chancel.jpg
Joe;Cocker;22/12/2014;70;1944;Chanteurs;joe-cocker.jpg
Virna;Lisi;18/12/2014;78;1936;Acteurs;virna-lisi.jpg
Hélène;Duc;23/11/2014;97;1917;Acteurs;helene-duc.jpg
Françoise;Bertin;26/10/2014;89;1925;Acteurs;francoise-bertin.jpg
Oscar;de la Renta;20/10/2014;82;1932;Créateurs de mode;oscar-de-la-renta.jpg
Jean-Claude;Duvalier;04/10/2014;63;1951;Responsables politiques;jean-claude-duvalier.jpg
Yves;Marchesseau;29/09/2014;62;1952;Animateurs;yves-marchesseau.jpg
Richard;Kiel;10/09/2014;74;1940;Acteurs;richard-kiel.jpg
Pierre;Vassiliu;17/08/2014;76;1938;Chanteurs;pierre-vassiliu.jpg
Menie;Grégoire;16/08/2014;95;1919;Journalistes;menie-gregoire.jpg
Robin;Williams;11/08/2014;63;1951;Humoristes;robin-williams.jpg
James;Garner;19/07/2014;86;1928;Acteurs;james-garner.jpg
Hervé;Cristiani;16/07/2014;66;1948;Chanteurs;herve-cristiani.jpg
Alfredo;Di Stéfano;07/07/2014;88;1926;Sportifs;alfredo-di-stefano.jpg
Eli;Wallach;24/06/2014;98;1916;Acteurs;eli-wallach.jpg
Karlheinz;Böhm;29/05/2014;86;1928;Acteurs;karlheinz-bohm.jpg
Wojciech;Jaruzelski;25/05/2014;90;1924;Responsables politiques;wojciech-jaruzelski.jpg
Jean;Gaven;05/05/2014;96;1918;Acteurs;jean-gaven.jpg
Bob;Hoskins;29/04/2014;71;1943;Acteurs;bob-hoskins.jpg
Gabriel;García Márquez;17/04/2014;87;1927;Écrivains;gabriel-garcia-marquez.jpg
Dominique;Baudis;10/04/2014;66;1948;Journalistes;dominique-baudis.jpg
Mickey;Rooney;06/04/2014;93;1921;Acteurs;mickey-rooney.jpg
Marc;Blondel;16/03/2014;75;1939;Syndicalistes;marc-blondel.jpg
Alain;Resnais;01/03/2014;91;1923;Réalisateurs;alain-resnais.jpg
Harold;Ramis;24/02/2014;69;1945;Acteurs;harold-ramis.jpg
Shirley;Temple;10/02/2014;85;1929;Acteurs;shirley-temple.jpg
Philip;Seymour Hoffman;02/02/2014;46;1968;Acteurs;philip-seymour-hoffman.jpg
François;Cavanna;29/01/2014;90;1924;Dessinateurs;francois-cavanna.jpg
François;Deguelt;22/01/2014;81;1933;Chanteurs;francois-deguelt.jpg
Claudio;Abbado;20/01/2014;80;1934;Chefs d'orchestre;claudio-abbado.jpg
Lemmy;Kilmister;28/12/2015;70;1945;Chanteurs;lemmy-kilmister.jpg
Jean-Marie;Pelt;23/12/2015;82;1933;Scientifiques;jean-marie-pelt.jpg
Madame;Claude;19/12/2015;92;1923;Divers;madame-claude.jpg
Laurent;Violet;04/12/2015;50;1965;Humoristes;laurent-violet.jpg
Jonah;Lomu;18/11/2015;40;1975;Sportifs;jonah-lomu.jpg
Pat;Eddery;10/11/2015;63;1952;Sportifs;pat-eddery.jpg
Helmut;Schmidt;10/11/2015;96;1919;Responsables politiques;helmut-schmidt.jpg
Maureen;O'Hara;24/10/2015;95;1920;Acteurs;maureen-ohara.jpg
Leny;Escudero;09/10/2015;82;1933;Chanteurs;leny-escudero.jpg
Yves;Barsacq;04/10/2015;84;1931;Acteurs;yves-barsacq.jpg
Guy;Béart;16/09/2015;85;1930;Chanteurs;guy-beart.jpg
Fred;DeLuca;14/09/2015;67;1948;Personnalités d’affaires;fred-deluca.webp
Sylvie;Joly;04/09/2015;80;1935;Acteurs;sylvie-joly.jpg
Wes;Craven;30/08/2015;76;1939;Réalisateurs;wes-craven.jpg
Satoru;Iwata;11/07/2015;55;1960;Développeurs;satoru-iwata.jpg
Christian;Audigier;09/07/2015;57;1958;Divers;christian-audigier.jpg
Nicholas;Winton;01/07/2015;106;1909;Divers;nicholas-winton.jpg
Alain;De Greef;29/06/2015;68;1947;Producteurs;alain-de-greef.jpg
Laura;Antonelli;22/06/2015;73;1942;Acteurs;laura-antonelli.jpg
Michel;Lis;09/06/2015;78;1937;Animateurs;michel-lis.jpg
Christopher;Lee;07/06/2015;93;1922;Acteurs;christopher-lee.jpg
Maïa;Plissetskaïa;02/05/2015;89;1926;Danseurs;maia-plissetskaia.jpg
;Patachou;30/04/2015;96;1919;Chanteurs;patachou.jpg
Jean;Lescot;29/04/2015;76;1939;Acteurs;jean-lescot.jpg
Richard;Anthony;19/04/2015;77;1938;Chanteurs;richard-anthony.jpg
Anne-Marie;Peysson;14/04/2015;79;1936;Journalistes;anne-marie-peysson.jpg
Percy;Sledge;14/04/2015;74;1941;Chanteurs;percy-sledge.jpg
Günter;Grass;13/04/2015;87;1928;Écrivains;gunter-grass.jpg
Nina;Companeez;09/04/2015;77;1938;Écrivains;nina-companeez.jpg
James;Best;06/04/2015;88;1927;Acteurs;james-best.jpg
Gérard;Calvi;20/02/2015;92;1923;Compositeurs;gerard-calvi.jpg
Michele;Ferrero;14/02/2015;89;1926;Marques de fondateurs;michele-ferrero.jpg
Roger;Hanin;11/02/2015;89;1926;Acteurs;roger-hanin.jpg
Corinne;Le Poulain;10/02/2015;66;1949;Acteurs;corinne-le-poulain.jpg
Geraldine;McEwan;30/01/2015;82;1933;Acteurs;geraldine-mcewan.jpg
Abdallah;ben Abdelaziz Al Saoud;23/01/2015;90;1925;Milliardaires;abdallah-ben-abdelaziz-al-saoud.jpg
;Cabu;07/01/2015;76;1939;Dessinateurs;cabu.jpg
;Charb;07/01/2015;47;1968;Dessinateurs;charb.jpg
Rod;Taylor;07/01/2015;84;1931;Acteurs;rod-taylor.jpg
Georges;Wolinski;07/01/2015;80;1935;Dessinateurs;georges-wolinski.jpg
Marcel;Cuvelier;06/01/2015;90;1925;Acteurs;marcel-cuvelier.jpg
Claude;Chamboissier;04/01/2015;64;1951;Musiciens;claude-chamboissier.jpg
Ferdi;Kübler;29/12/2016;97;1919;Sportifs;ferdi-kubler.jpg
George;Michael;25/12/2016;53;1963;Chanteurs;george-michael.jpg
Michèle;Morgan;20/12/2016;96;1920;Acteurs;michele-morgan.jpg
Zsa;Zsa Gabor;18/12/2016;99;1917;Acteurs;zsa-zsa-gabor.jpg
Léo;Marjane;18/12/2016;104;1912;Chanteurs;leo-marjane.jpg
Bernard;Fox;14/12/2016;89;1927;Acteurs;bernard-fox.jpg
Fidel;Castro;25/11/2016;90;1926;Responsables politiques;fidel-castro.jpg
Nadine;Alari;24/11/2016;89;1927;Acteurs;nadine-alari.jpg
Lupita;Tovar;12/11/2016;106;1910;Acteurs;lupita-tovar.jpg
Robert;Vaughn;11/11/2016;83;1933;Acteurs;robert-vaughn.jpg
Oleg;Popov;02/11/2016;86;1930;Humoristes;oleg-popov.jpg
Georges;Jouvin;24/10/2016;93;1923;Musiciens;georges-jouvin.jpg
Clément;Michu;21/10/2016;85;1931;Acteurs;clement-michu.jpg
Pierre;Étaix;13/10/2016;87;1929;Réalisateurs;pierre-etaix.jpg
Rama;IX;13/10/2016;88;1928;Noblesse et royautés;rama-ix.jpg
Pierre;Tchernia;08/10/2016;88;1928;Réalisateurs;pierre-tchernia.jpg
Smaïl;Mekki;02/10/2016;66;1950;Acteurs;smail-mekki.jpg
Shimon;Peres;28/09/2016;93;1923;Responsables politiques;shimon-peres.jpg
Arnold;Palmer;25/09/2016;87;1929;Sportifs;arnold-palmer.jpg
Islam;Karimov;02/09/2016;78;1938;Responsables politiques;islam-karimov.jpg
Sonia;Rykiel;25/08/2016;86;1930;Créateurs de mode;sonia-rykiel.jpg
Jacqueline;Pagnol;22/08/2016;95;1921;Acteurs;jacqueline-pagnol.jpg
João;Havelange;16/08/2016;100;1916;Personnalités d’affaires;joao-havelange.jpg
Françoise;Mallet-Joris;13/08/2016;86;1930;Écrivains;francoise-mallet-joris.jpg
Michael;Cimino;02/07/2016;77;1939;Réalisateurs;michael-cimino.jpg
Roger;Dumas;02/07/2016;84;1932;Acteurs;roger-dumas.jpg
Michel;Rocard;02/07/2016;85;1931;Responsables politiques;michel-rocard.jpg
Elie;Wiesel;02/07/2016;87;1929;Écrivains;elie-wiesel.jpg
Bud;Spencer;27/06/2016;86;1930;Acteurs;bud-spencer.jpg
Mohamed;Ali;03/06/2016;74;1942;Sportifs;mohamed-ali.jpg
André;Rousselet;29/05/2016;93;1923;Personnalités d’affaires;andre-rousselet.jpg
Jean-Claude;Decaux;27/05/2016;78;1938;Personnalités d’affaires;jean-claude-decaux.jpg
François;Maistre;16/05/2016;91;1925;Acteurs;francois-maistre.jpg
William;Schallert;08/05/2016;93;1923;Acteurs;william-schallert.jpg
Isao;Tomita;05/05/2016;84;1932;Compositeurs;isao-tomita.jpg
Hubert;Mounier;02/05/2016;53;1963;Chanteurs;hubert-mounier.jpg
Billy;Paul;24/04/2016;81;1935;Chanteurs;billy-paul.jpg
Maurice;Favières;11/04/2016;93;1923;Animateurs;maurice-favieres.jpg
Alain;Decaux;27/03/2016;90;1926;Animateurs;alain-decaux.jpg
Johan;Cruyff;24/03/2016;68;1948;Sportifs;johan-cruyff.jpg
Andrew;Grove;21/03/2016;79;1937;Ingénieurs;andrew-grove.jpg
George;Martin;08/03/2016;90;1926;Producteurs;george-martin.jpg
Michel;Jaouen;07/03/2016;95;1921;Religieux;michel-jaouen.jpg
Nancy;Reagan;06/03/2016;94;1922;Premières dames;nancy-reagan.webp
George;Kennedy;28/02/2016;91;1925;Acteurs;george-kennedy.jpg
Umberto;Eco;19/02/2016;84;1932;Écrivains;umberto-eco.jpg
Andrzej;Żuławski;17/02/2016;75;1941;Réalisateurs;andrzej-uawski.jpg
Boutros;Boutros-Ghali;16/02/2016;93;1923;Responsables politiques;boutros-boutros-ghali.jpg
Maurice;White;04/02/2016;74;1942;Chanteurs;maurice-white.jpg
Jacques;Rivette;29/01/2016;87;1929;Réalisateurs;jacques-rivette.jpg
Abe;Vigoda;26/01/2016;94;1922;Acteurs;abe-vigoda.jpg
Michel;Tournier;18/01/2016;91;1925;Écrivains;michel-tournier.jpg
René;Angélil;14/01/2016;73;1943;Producteurs;rene-angelil.jpg
David;Bowie;10/01/2016;69;1947;Chanteurs;david-bowie.jpg
Yves;Vincent;06/01/2016;94;1922;Acteurs;yves-vincent.jpg
Michel;Galabru;04/01/2016;93;1923;Acteurs;michel-galabru.jpg
André;Turcat;04/01/2016;94;1922;Aviateurs;andre-turcat.jpg
Michel;Delpech;02/01/2016;69;1947;Chanteurs;michel-delpech.jpg
Gualtiero;Marchesi;26/12/2017;87;1930;Cuisiniers;gualtiero-marchesi.jpg
August;Ames;05/12/2017;23;1994;Acteurs;august-ames.jpg
Jean;d'Ormesson;05/12/2017;92;1925;Écrivains;jean-dormesson.jpg
Johnny;Hallyday;05/12/2017;74;1943;Chanteurs;johnny-hallyday.jpg
Jean;Anglade;22/11/2017;102;1915;Écrivains;jean-anglade.jpg
Malcolm;Young;18/11/2017;64;1953;Musiciens;malcolm-young.jpg
Robert;Hirsch;16/11/2017;92;1925;Acteurs;robert-hirsch.jpg
