Prénom;Nom;Date de décès;Âge;Année de naissance;Catégorie;Fichier image
Tanya;Roberts;04/01/2021;71;1950;Acteurs;tanya-roberts.jpg
Jacques;Sereys;31/12/2022;94;1928;Acteurs;jacques-sereys.jpg
Benoît;XVI;31/12/2022;95;1927;Religieux;benoit-xvi.jpg
;Pelé;29/12/2022;82;1940;Sportifs;pele.jpg
Vivienne;Westwood;29/12/2022;81;1941;Créateurs de mode;vivienne-westwood.jpg
Linda;de Suza;28/12/2022;74;1948;Chanteurs;linda-de-suza.jpg
Françoise;Bourdin;25/12/2022;70;1952;Écrivains;francoise-bourdin.jpg
Philippe;Streiff;23/12/2022;67;1955;Sportifs;philippe-streiff.jpg
Jacques;Ciron;07/12/2022;94;1928;Acteurs;jacques-ciron.jpg
Patrick;Tambay;04/12/2022;73;1949;Sportifs;patrick-tambay.jpg
Dominique;Lapierre;02/12/2022;91;1931;Écrivains;dominique-lapierre.jpg
Mylène;Demongeot;01/12/2022;87;1935;Acteurs;mylene-demongeot.png
Irene;Cara;25/11/2022;63;1959;Chanteurs;irene-cara.jpg
Pierre;Soulages;25/10/2022;102;1920;Peintres;pierre-soulages.jpg
Dietrich;Mateschitz;22/10/2022;78;1944;Personnalités d’affaires;dietrich-mateschitz.jpg
Jean;Teulé;18/10/2022;69;1953;Écrivains;jean-teule.jpg
Robbie;Coltrane;14/10/2022;72;1950;Acteurs;robbie-coltrane.jpg
Bruno;Latour;09/10/2022;75;1947;Scientifiques;bruno-latour.jpg
Martine;Allain-Regnault;08/10/2022;85;1937;Journalistes;martine-allain-regnault.jpg
Louise;Fletcher;23/09/2022;88;1934;Acteurs;louise-fletcher.jpg
Irène;Papas;14/09/2022;93;1929;Acteurs;irene-papas.jpg
Élisabeth;II;08/09/2022;96;1926;Noblesse et royautés;elisabeth-ii.jpg
Marsha;Hunt;07/09/2022;104;1918;Acteurs;marsha-hunt.jpg
Charlbi;Dean;29/08/2022;32;1990;Acteurs;charlbi-dean.jpg
Roger;E. Mosley;07/08/2022;83;1939;Acteurs;roger-e-mosley.jpg
Daniel;Lévi;06/08/2022;60;1962;Chanteurs;daniel-levi.jpg
Bill;Russell;31/07/2022;88;1934;Sportifs;bill-russell.jpg
Paul;Sorvino;25/07/2022;83;1939;Acteurs;paul-sorvino.jpg
;Dani;18/07/2022;77;1945;Chanteurs;dani.jpg
Ivana;Trump;14/07/2022;73;1949;Divers;ivana-trump.jpg
Chantal;Gallia;10/07/2022;66;1956;Humoristes;chantal-gallia.jpg
Shinzō;Abe;08/07/2022;67;1955;Responsables politiques;shinzo-abe.jpg
Tony;Sirico;08/07/2022;79;1943;Acteurs;tony-sirico.jpg
Micheline;Boudet;05/07/2022;96;1926;Acteurs;micheline-boudet.jpg
Vladimir;Zelenko;30/06/2022;48;1974;Médecins;vladimir-zelenko.jpg
Jean-Louis;Trintignant;17/06/2022;91;1931;Acteurs;jean-louis-trintignant.jpg
Henri;Garcin;13/06/2022;94;1928;Acteurs;henri-garcin.jpg
Gilberto;Rodríguez Orejuela;31/05/2022;83;1939;Criminels;gilberto-rodriguez-orejuela.jpg
Andrew;Fletcher;26/05/2022;60;1962;Musiciens;andrew-fletcher.jpg
;Vangelis;17/05/2022;79;1943;Compositeurs;vangelis.jpg
Hélène;de Saint-Père;04/05/2022;58;1964;Acteurs;helene-de-saint-pere.jpg
David;Birney;27/04/2022;83;1939;Acteurs;david-birney.jpg
Klaus;Schulze;26/04/2022;74;1948;Compositeurs;klaus-schulze.jpg
;Arno;23/04/2022;72;1950;Chanteurs;arno.jpg
Kane;Tanaka;19/04/2022;119;1903;Divers;kane-tanaka.jpg
Michel;Bouquet;13/04/2022;96;1926;Acteurs;michel-bouquet.jpg
Claude;Véga;11/04/2022;91;1931;Humoristes;claude-vega.jpg
Michel;Delebarre;09/04/2022;75;1947;Responsables politiques;michel-delebarre.jpg
Stanisław;Kowalski;05/04/2022;111;1911;Sportifs;stanislaw-kowalski.jpg
Patrick;Demarchelier;31/03/2022;78;1944;Photographes;patrick-demarchelier.jpg
Madeleine;Albright;23/03/2022;84;1938;Responsables politiques;madeleine-albright.jpg
Pierre;Papadiamandis;22/03/2022;85;1937;Compositeurs;pierre-papadiamandis.jpg
Yvan;Colonna;21/03/2022;61;1961;Criminels;yvan-colonna.jpg
William;Hurt;13/03/2022;71;1951;Acteurs;william-hurt.webp
;Amarande;11/03/2022;88;1934;Acteurs;amarande.jpg
Jean-Pierre;Pernaut;02/03/2022;71;1951;Journalistes;jean-pierre-pernaut.jpg
Farrah;Forke;25/02/2022;54;1968;Acteurs;farrah-forke.jpg
Ivan;Reitman;12/02/2022;75;1947;Réalisateurs;ivan-reitman.jpg
André;Wilms;09/02/2022;74;1948;Acteurs;andre-wilms.jpg
Monica;Vitti;02/02/2022;90;1932;Acteurs;monica-vitti.jpg
René;de Obaldia;27/01/2022;103;1919;Écrivains;rene-de-obaldia.jpg
Thierry;Mugler;23/01/2022;73;1949;Créateurs de mode;thierry-mugler.jpg
Meat;Loaf;20/01/2022;74;1948;Chanteurs;meat-loaf.jpg
Saturnino;de la Fuente García;18/01/2022;112;1910;Divers;saturnino-de-la-fuente-garcia.jpg
Ricardo;Bofill;14/01/2022;82;1940;Architectes;ricardo-bofill.jpg
Ronnie;Spector;12/01/2022;78;1944;Chanteurs;ronnie-spector.jpg
Stéphane;Blet;07/01/2022;52;1970;Musiciens;stephane-blet.jpg
Sidney;Poitier;06/01/2022;94;1928;Réalisateurs;sidney-poitier.jpg
Tom;Wilkinson;30/12/2023;75;1948;Acteurs;tom-wilkinson.jpg
Guy;Marchand;15/12/2023;86;1937;Acteurs;guy-marchand.jpg
Ryan;O'Neal;08/12/2023;82;1941;Acteurs;ryan-oneal.jpg
Gérard;Collomb;25/11/2023;76;1947;Responsables politiques;gerard-collomb.jpg
Rona;Hartner;23/11/2023;50;1973;Acteurs;rona-hartner.jpg
Rosalynn;Carter;19/11/2023;96;1927;Premières dames;rosalynn-carter.jpg
Colette;Maze;19/11/2023;109;1914;Musiciens;colette-maze.jpg
Frank;Borman;07/11/2023;95;1928;Astronautes;frank-borman.jpg
Francis;Mer;31/10/2023;84;1939;Responsables politiques;francis-mer.jpg
Matthew;Perry;28/10/2023;54;1969;Acteurs;matthew-perry.jpg
Richard;Roundtree;24/10/2023;81;1942;Acteurs;richard-roundtree.jpg
Bobby;Charlton;21/10/2023;86;1937;Sportifs;bobby-charlton.jpg
Suzanne;Somers;15/10/2023;76;1947;Acteurs;suzanne-somers.jpg
Jean-Roger;Milo;12/10/2023;66;1957;Acteurs;jean-roger-milo.jpg
Burt;Young;08/10/2023;83;1940;Acteurs;burt-young.jpg
Jean-Pierre;Elkabbach;03/10/2023;86;1937;Journalistes;jean-pierre-elkabbach.jpg
Catherine;Lachens;27/09/2023;78;1945;Acteurs;catherine-lachens.jpg
David;McCallum;25/09/2023;90;1933;Acteurs;david-mccallum.jpg
Roger;Whittaker;12/09/2023;87;1936;Chanteurs;roger-whittaker.jpg
Frédérique;Hébrard;07/09/2023;96;1927;Acteurs;frederique-hebrard.jpg
José;Sébéloué;03/09/2023;74;1949;Chanteurs;jose-sebeloue.jpg
Hersha;Parady;23/08/2023;78;1945;Acteurs;hersha-parady.jpg
Wahid;Bouzidi;20/08/2023;45;1978;Humoristes;wahid-bouzidi.jpg
Antonella;Lualdi;10/08/2023;92;1931;Acteurs;antonella-lualdi.jpg
Hélène;Carrère d'Encausse;05/08/2023;94;1929;Écrivains;helene-carrere-dencausse.jpg
Marwan;Berreni;04/08/2023;34;1989;Acteurs;marwan-berreni.jpg
Jango;Edwards;04/08/2023;73;1950;Humoristes;jango-edwards.jpg
Angus;Cloud;31/07/2023;25;1998;Acteurs;angus-cloud.jpg
Jane;Birkin;16/07/2023;76;1947;Acteurs;jane-birkin.jpg
